,GEOID,cluster_name,start_year,end_year,geometry
154,14000US36005023000,stationary,2012,2015,"POLYGON ((-73.869209 40.849239, -73.868235 40.850913, -73.86860899999999 40.852087999999995, -73.867801 40.851589, -73.866805 40.85095, -73.866142 40.850536, -73.865651 40.850335, -73.865605 40.850318, -73.86522099999999 40.850178, -73.86304 40.850611, -73.86278899999999 40.849238, -73.862509 40.848362, -73.863373 40.848161999999995, -73.864244 40.847981, -73.865118 40.847801, -73.865995 40.847632999999995, -73.866343 40.84759, -73.866947 40.847502, -73.86771399999999 40.847279, -73.868355 40.84708, -73.868006 40.848302, -73.86785499999999 40.848889, -73.868374 40.84897, -73.869209 40.849239))"
155,14000US36005023100,stationary,2012,2015,"POLYGON ((-73.90482999999999 40.844887, -73.90482899999999 40.84503, -73.904753 40.845881, -73.904687 40.846644, -73.90462099999999 40.847392, -73.903739 40.847328, -73.90229 40.847739, -73.9021 40.847839, -73.901955 40.848059, -73.90166099999999 40.847746, -73.90096299999999 40.847697, -73.899671 40.847438, -73.900201 40.846472999999996, -73.900888 40.845241, -73.90126 40.844572, -73.901304 40.844477, -73.902633 40.84467, -73.904628 40.844888, -73.904851 40.844726, -73.90482999999999 40.844887))"
156,14000US36005023200,stationary,2012,2015,"POLYGON ((-73.866343 40.84759, -73.865995 40.847632999999995, -73.865118 40.847801, -73.864244 40.847981, -73.863373 40.848161999999995, -73.862509 40.848362, -73.861603 40.848546999999996, -73.861193 40.848603, -73.860387 40.848236, -73.85943999999999 40.846658999999995, -73.86032999999999 40.846427, -73.860805 40.846332, -73.861272 40.846230999999996, -73.86149 40.846185999999996, -73.861707 40.84614, -73.862585 40.845960999999996, -73.863451 40.845777999999996, -73.864323 40.845596, -73.865194 40.845414999999996, -73.866119 40.845223, -73.866947 40.847502, -73.866343 40.84759))"
157,14000US36005023301,stationary,2012,2015,"POLYGON ((-73.91112199999999 40.849418, -73.91069499999999 40.850018999999996, -73.91058199999999 40.850182, -73.91002 40.850961, -73.909215 40.851800999999995, -73.908411 40.851319, -73.907648 40.85086, -73.906993 40.850370999999996, -73.906817 40.850198, -73.90615799999999 40.849548999999996, -73.905999 40.849392, -73.906059 40.849320999999996, -73.906767 40.848541, -73.907487 40.847804, -73.90774499999999 40.847856, -73.908582 40.848023, -73.90974899999999 40.848256, -73.910674 40.848438, -73.91167999999999 40.848639, -73.91112199999999 40.849418))"
158,14000US36005023302,stationary,2012,2015,"POLYGON ((-73.907487 40.847804, -73.906767 40.848541, -73.906059 40.849320999999996, -73.905954 40.849267, -73.905774 40.849174999999995, -73.903663 40.848766, -73.90328099999999 40.848692, -73.9024 40.848515, -73.90225 40.84845, -73.902125 40.84836, -73.902102 40.848319, -73.902025 40.848183, -73.901955 40.848059, -73.9021 40.847839, -73.90229 40.847739, -73.903739 40.847328, -73.90462099999999 40.847392, -73.90552199999999 40.847488, -73.906323 40.847578999999996, -73.907322 40.847771, -73.90736 40.847778999999996, -73.907487 40.847804))"
159,14000US36005023501,stationary,2012,2015,"POLYGON ((-73.906993 40.850370999999996, -73.906581 40.850820999999996, -73.90605 40.851400999999996, -73.905562 40.851937, -73.905018 40.852531, -73.904752 40.852826, -73.903768 40.853913, -73.902988 40.854773, -73.90207 40.85462, -73.90186 40.854586, -73.902718 40.853522, -73.90359099999999 40.852495, -73.90368099999999 40.852388999999995, -73.903744 40.85228, -73.90422099999999 40.851662, -73.904674 40.851101, -73.90513299999999 40.85053, -73.90562 40.849925, -73.90594899999999 40.849463, -73.905999 40.849392, -73.90615799999999 40.849548999999996, -73.906817 40.850198, -73.906993 40.850370999999996))"
160,14000US36005023502,stationary,2012,2015,"POLYGON ((-73.905999 40.849392, -73.90594899999999 40.849463, -73.90562 40.849925, -73.90513299999999 40.85053, -73.904674 40.851101, -73.90422099999999 40.851662, -73.903744 40.85228, -73.90368099999999 40.852388999999995, -73.90359099999999 40.852495, -73.902718 40.853522, -73.90186 40.854586, -73.900852 40.855937, -73.900965 40.855520999999996, -73.901247 40.854476999999996, -73.901696 40.853142, -73.902729 40.851873999999995, -73.90279 40.851799, -73.902861 40.851724, -73.902879 40.851397999999996, -73.902822 40.850733, -73.902801 40.850066, -73.90303 40.849402, -73.90328099999999 40.848692, -73.903663 40.848766, -73.905774 40.849174999999995, -73.905954 40.849267, -73.906059 40.849320999999996, -73.905999 40.849392))"
161,14000US36005023600,stationary,2012,2015,"POLYGON ((-73.868927 40.846882, -73.868355 40.84708, -73.86771399999999 40.847279, -73.866947 40.847502, -73.866119 40.845223, -73.865595 40.843767, -73.865399 40.8432, -73.865167 40.842465999999995, -73.86572699999999 40.843011, -73.865911 40.843196999999996, -73.86642499999999 40.843463, -73.867297 40.842918999999995, -73.868892 40.844409999999996, -73.86801899999999 40.844840999999995, -73.86828299999999 40.844967, -73.86863699999999 40.84531, -73.868742 40.84561, -73.868695 40.845749, -73.868662 40.845901999999995, -73.86865 40.84605, -73.868653 40.846182, -73.86867699999999 40.846346, -73.868721 40.8465, -73.868787 40.846655999999996, -73.868867 40.846796999999995, -73.868927 40.846882))"
162,14000US36005023702,stationary,2012,2015,"POLYGON ((-73.898832 40.859305, -73.898277 40.860332, -73.897729 40.861349, -73.89706799999999 40.862534, -73.89690399999999 40.862494999999996, -73.895884 40.862258, -73.896425 40.860997, -73.896592 40.860597, -73.89684799999999 40.859989999999996, -73.897358 40.858762999999996, -73.898223 40.859105, -73.89868 40.859255, -73.898832 40.859305))"
163,14000US36005023703,stationary,2012,2015,"POLYGON ((-73.901161 40.859349, -73.90078799999999 40.859977, -73.89961799999999 40.862159, -73.898387 40.862344, -73.897306 40.862499, -73.89706799999999 40.862534, -73.897729 40.861349, -73.898277 40.860332, -73.898832 40.859305, -73.899204 40.858675, -73.89994899999999 40.85742, -73.900138 40.857485, -73.900939 40.857759, -73.901913 40.858094, -73.901161 40.859349))"
164,14000US36005023704,stationary,2012,2015,"POLYGON ((-73.903514 40.855613999999996, -73.902779 40.856733999999996, -73.901913 40.858094, -73.900939 40.857759, -73.900138 40.857485, -73.89994899999999 40.85742, -73.900779 40.856047, -73.900852 40.855937, -73.90186 40.854586, -73.90207 40.85462, -73.902988 40.854773, -73.90395099999999 40.854974, -73.903514 40.855613999999996))"
165,14000US36005023800,decling,2012,2015,"POLYGON ((-73.866119 40.845223, -73.865194 40.845414999999996, -73.864323 40.845596, -73.863451 40.845777999999996, -73.862585 40.845960999999996, -73.861707 40.84614, -73.86149 40.846185999999996, -73.861272 40.846230999999996, -73.860805 40.846332, -73.86032999999999 40.846427, -73.85943999999999 40.846658999999995, -73.85901199999999 40.845915, -73.858654 40.845286, -73.857484 40.843793999999995, -73.857321 40.843696, -73.85686299999999 40.84353, -73.855741 40.843143, -73.85521 40.842974999999996, -73.854299 40.842670999999996, -73.853335 40.84247, -73.855195 40.842258, -73.855465 40.842227, -73.856184 40.842146, -73.856916 40.842062, -73.861762 40.841513, -73.86358 40.841277999999996, -73.86410699999999 40.841674999999995, -73.865167 40.842465999999995, -73.865399 40.8432, -73.865595 40.843767, -73.866119 40.845223))"
166,14000US36005023900,stationary,2012,2015,"POLYGON ((-73.905264 40.858047, -73.904868 40.858692999999995, -73.90447499999999 40.859342, -73.90408099999999 40.859988, -73.903514 40.860918, -73.902545 40.860578, -73.902034 40.861492, -73.901614 40.862139, -73.90108 40.862756, -73.900284 40.862472, -73.899962 40.862351, -73.89961799999999 40.862159, -73.90078799999999 40.859977, -73.901161 40.859349, -73.901913 40.858094, -73.902779 40.856733999999996, -73.903514 40.855613999999996, -73.90395099999999 40.854974, -73.904727 40.85537, -73.90557 40.855787, -73.905222 40.856204, -73.905086 40.856411, -73.904684 40.857061, -73.90566 40.857399, -73.905264 40.858047))"
167,14000US36005024000,stationary,2012,2015,"POLYGON ((-73.873268 40.840219999999995, -73.87280799999999 40.840869, -73.872469 40.841316, -73.872253 40.841601, -73.871534 40.842514, -73.870995 40.843112, -73.870301 40.843548999999996, -73.86959499999999 40.843981, -73.868892 40.844409999999996, -73.867297 40.842918999999995, -73.86642499999999 40.843463, -73.865911 40.843196999999996, -73.86572699999999 40.843011, -73.865167 40.842465999999995, -73.86410699999999 40.841674999999995, -73.86358 40.841277999999996, -73.864465 40.841088, -73.865045 40.840953999999996, -73.865465 40.840857, -73.866361 40.840592, -73.866965 40.840423, -73.867248 40.840343999999995, -73.867406 40.840305, -73.86782199999999 40.840165999999996, -73.868308 40.839994999999995, -73.868723 40.839805999999996, -73.868847 40.839752999999995, -73.869208 40.839600000000004, -73.869326 40.839574, -73.86942599999999 40.839517, -73.870261 40.839594, -73.870459 40.839627, -73.870718 40.839659, -73.87096799999999 40.839673999999995, -73.871206 40.839675, -73.87270000000001 40.839752, -73.872843 40.839757999999996, -73.873561 40.839794, -73.873268 40.840219999999995))"
168,14000US36005024100,stationary,2012,2015,"POLYGON ((-73.908418 40.852644, -73.907333 40.853815999999995, -73.90557 40.855787, -73.904727 40.85537, -73.90395099999999 40.854974, -73.902988 40.854773, -73.903768 40.853913, -73.904752 40.852826, -73.905018 40.852531, -73.905562 40.851937, -73.90605 40.851400999999996, -73.906581 40.850820999999996, -73.906993 40.850370999999996, -73.907648 40.85086, -73.908411 40.851319, -73.909215 40.851800999999995, -73.908418 40.852644))"
169,14000US36005024300,stationary,2012,2015,"POLYGON ((-73.915452 40.850494, -73.914873 40.851047, -73.914337 40.851656999999996, -73.913778 40.852132, -73.913231 40.852584, -73.912797 40.853041999999995, -73.912488 40.853387, -73.912273 40.853759, -73.912143 40.853998999999995, -73.911828 40.854361999999995, -73.91157799999999 40.854576, -73.91119599999999 40.854822, -73.910072 40.854469, -73.909826 40.854274, -73.909717 40.854141999999996, -73.90943 40.85396, -73.909111 40.853868, -73.908855 40.853833, -73.908501 40.853817, -73.907561 40.853859, -73.907333 40.853815999999995, -73.908418 40.852644, -73.909215 40.851800999999995, -73.909531 40.851901999999995, -73.909864 40.851957999999996, -73.910175 40.851983, -73.910777 40.851939, -73.911025 40.851906, -73.911322 40.851805, -73.911453 40.85174, -73.911536 40.851692, -73.911844 40.851445, -73.911947 40.851352999999996, -73.91211299999999 40.851092, -73.912172 40.850943, -73.912212 40.850781, -73.912291 40.850609999999996, -73.912482 40.850378, -73.912731 40.85017, -73.912875 40.850125, -73.91346399999999 40.850018, -73.91415599999999 40.849968, -73.914898 40.850207999999995, -73.915452 40.850494))"
170,14000US36005024400,stationary,2012,2015,"POLYGON ((-73.861193 40.848603, -73.86023399999999 40.84896, -73.859425 40.849323999999996, -73.858617 40.849686999999996, -73.857086 40.847729, -73.856064 40.846419999999995, -73.854615 40.844564999999996, -73.85401399999999 40.843638999999996, -73.85472899999999 40.843444, -73.855741 40.843143, -73.85686299999999 40.84353, -73.857321 40.843696, -73.857484 40.843793999999995, -73.858654 40.845286, -73.85901199999999 40.845915, -73.85943999999999 40.846658999999995, -73.860387 40.848236, -73.861193 40.848603))"
171,14000US36005024501,stationary,2012,2015,"POLYGON ((-73.918167 40.852982999999995, -73.916935 40.854608999999996, -73.916539 40.854715, -73.91619 40.854582, -73.915568 40.854244, -73.915421 40.854175, -73.91505 40.854029, -73.914675 40.853943, -73.913848 40.853811, -73.912273 40.853759, -73.912488 40.853387, -73.912797 40.853041999999995, -73.913231 40.852584, -73.913778 40.852132, -73.914337 40.851656999999996, -73.914873 40.851047, -73.915452 40.850494, -73.915639 40.850646, -73.91581099999999 40.850823999999996, -73.915936 40.85105, -73.915975 40.851324999999996, -73.915989 40.851538, -73.91602499999999 40.851656999999996, -73.916114 40.851793, -73.916269 40.851865, -73.91644699999999 40.851904999999995, -73.916831 40.851976, -73.917198 40.85205, -73.917406 40.852146, -73.91757799999999 40.852277, -73.917923 40.852759999999996, -73.918167 40.852982999999995))"
172,14000US36005024502,decling,2012,2015,"POLYGON ((-73.915711 40.85586, -73.915448 40.856497999999995, -73.91394 40.856321, -73.91212999999999 40.856013999999995, -73.91116699999999 40.855866, -73.91041299999999 40.855729, -73.91053099999999 40.855520999999996, -73.91073399999999 40.85523, -73.91093 40.855022, -73.91119599999999 40.854822, -73.91157799999999 40.854576, -73.911828 40.854361999999995, -73.912143 40.853998999999995, -73.912273 40.853759, -73.913848 40.853811, -73.914675 40.853943, -73.91505 40.854029, -73.915421 40.854175, -73.915568 40.854244, -73.91619 40.854582, -73.915711 40.85586))"
173,14000US36005024600,decling,2012,2015,"POLYGON ((-73.86304 40.850611, -73.86211899999999 40.850806, -73.862061 40.852306999999996, -73.862034 40.853100999999995, -73.86199599999999 40.854392, -73.86192 40.856783, -73.86097099999999 40.856806999999996, -73.860986 40.856476, -73.861035 40.854935999999995, -73.861057 40.854381, -73.861058 40.854208, -73.86090899999999 40.854062, -73.86058299999999 40.853621, -73.860148 40.853035, -73.86018399999999 40.852269, -73.86012099999999 40.851627, -73.858617 40.849686999999996, -73.859425 40.849323999999996, -73.86023399999999 40.84896, -73.861193 40.848603, -73.861603 40.848546999999996, -73.862509 40.848362, -73.86278899999999 40.849238, -73.86304 40.850611))"
174,14000US36005024700,decling,2012,2015,"POLYGON ((-73.921215 40.854693, -73.920958 40.855112, -73.920273 40.856234, -73.920005 40.856679, -73.91929 40.857475, -73.917901 40.856936999999995, -73.917592 40.856812, -73.917425 40.856774, -73.917456 40.856316, -73.91736399999999 40.856094999999996, -73.917217 40.856015, -73.91718999999999 40.856837, -73.917127 40.857043999999995, -73.91703 40.857296, -73.916922 40.857527999999995, -73.91677299999999 40.857791, -73.916642 40.857988, -73.916159 40.858785, -73.915983 40.85882, -73.91574 40.858973, -73.915388 40.859128999999996, -73.91507899999999 40.859193, -73.915196 40.859044, -73.915412 40.858858999999995, -73.91541699999999 40.858700999999996, -73.91560799999999 40.858619, -73.915886 40.857887, -73.91678999999999 40.854873, -73.916935 40.854608999999996, -73.918167 40.852982999999995, -73.918615 40.852844, -73.919079 40.853071, -73.919595 40.853339, -73.919702 40.853407999999995, -73.91982 40.853486, -73.920148 40.853681, -73.9204 40.853817, -73.92113599999999 40.854214999999996, -73.921215 40.854693))"
175,14000US36005024800,stationary,2012,2015,"POLYGON ((-73.86188899999999 40.856922, -73.861784 40.857386, -73.861791 40.857983, -73.85663799999999 40.858118999999995, -73.85648499999999 40.857793, -73.856371 40.857549999999996, -73.856162 40.857085, -73.85609699999999 40.856941, -73.855351 40.855433, -73.85440799999999 40.8542, -73.855278 40.853808, -73.85608599999999 40.853443, -73.856895 40.85308, -73.857704 40.852717, -73.85851199999999 40.852351999999996, -73.859319 40.851988999999996, -73.86012099999999 40.851627, -73.86018399999999 40.852269, -73.860148 40.853035, -73.86058299999999 40.853621, -73.86090899999999 40.854062, -73.861058 40.854208, -73.861057 40.854381, -73.861035 40.854935999999995, -73.860986 40.856476, -73.86097099999999 40.856806999999996, -73.86192 40.856783, -73.86188899999999 40.856922))"
176,14000US36005025000,stationary,2012,2015,"POLYGON ((-73.859319 40.851988999999996, -73.85851199999999 40.852351999999996, -73.857704 40.852717, -73.856895 40.85308, -73.85608599999999 40.853443, -73.855278 40.853808, -73.85440799999999 40.8542, -73.852897 40.852264, -73.851368 40.850304, -73.85224199999999 40.849911, -73.85304599999999 40.849547, -73.854573 40.851509, -73.855383 40.851144, -73.85619 40.850778999999996, -73.857001 40.850415999999996, -73.85780799999999 40.850051, -73.858617 40.849686999999996, -73.86012099999999 40.851627, -73.859319 40.851988999999996))"
177,14000US36005025100,stationary,2012,2015,"POLYGON ((-73.91093 40.855022, -73.91073399999999 40.85523, -73.91053099999999 40.855520999999996, -73.91041299999999 40.855729, -73.909916 40.856645, -73.90981 40.857347999999995, -73.90777299999999 40.859608, -73.907258 40.859353999999996, -73.907071 40.859362, -73.906798 40.859373999999995, -73.905723 40.858993, -73.904868 40.858692999999995, -73.905264 40.858047, -73.90566 40.857399, -73.904684 40.857061, -73.905086 40.856411, -73.905222 40.856204, -73.90557 40.855787, -73.907333 40.853815999999995, -73.907561 40.853859, -73.908501 40.853817, -73.908855 40.853833, -73.909111 40.853868, -73.90943 40.85396, -73.909717 40.854141999999996, -73.909826 40.854274, -73.910072 40.854469, -73.91119599999999 40.854822, -73.91093 40.855022))"
178,14000US36005025200,stationary,2012,2015,"POLYGON ((-73.85780799999999 40.850051, -73.857001 40.850415999999996, -73.85619 40.850778999999996, -73.854663 40.848821, -73.853636 40.847511, -73.85219099999999 40.845656, -73.851152 40.844322, -73.852057 40.844105, -73.85221 40.844263999999995, -73.85302899999999 40.843927, -73.85401399999999 40.843638999999996, -73.854615 40.844564999999996, -73.856064 40.846419999999995, -73.857086 40.847729, -73.858617 40.849686999999996, -73.85780799999999 40.850051))"
179,14000US36005025300,stationary,2012,2015,"POLYGON ((-73.90777299999999 40.859608, -73.904934 40.862749, -73.904038 40.862741, -73.903319 40.862735, -73.902901 40.862708, -73.902566 40.862702, -73.902293 40.862716999999996, -73.901866 40.862787, -73.901566 40.862806, -73.90133 40.8628, -73.90108 40.862756, -73.901614 40.862139, -73.902034 40.861492, -73.902545 40.860578, -73.903514 40.860918, -73.90408099999999 40.859988, -73.90447499999999 40.859342, -73.904868 40.858692999999995, -73.905723 40.858993, -73.906798 40.859373999999995, -73.907071 40.859362, -73.907258 40.859353999999996, -73.90777299999999 40.859608))"
180,14000US36005025400,stationary,2012,2015,"POLYGON ((-73.855383 40.851144, -73.854573 40.851509, -73.85304599999999 40.849547, -73.85224199999999 40.849911, -73.851368 40.850304, -73.85034499999999 40.848993, -73.84907299999999 40.847062, -73.84976999999999 40.846747, -73.850577 40.846382999999996, -73.851384 40.846018, -73.85219099999999 40.845656, -73.853636 40.847511, -73.854663 40.848821, -73.85619 40.850778999999996, -73.855383 40.851144))"
181,14000US36005025500,stationary,2012,2015,"POLYGON ((-73.91254599999999 40.86004, -73.912258 40.860189999999996, -73.911907 40.860279, -73.911582 40.860343, -73.91125 40.860476999999996, -73.910929 40.860647, -73.91075699999999 40.86074, -73.91053099999999 40.860878, -73.90996899999999 40.861303, -73.909554 40.861722, -73.909171 40.862224, -73.909083 40.862418999999996, -73.90903999999999 40.862679, -73.908608 40.862795999999996, -73.90821 40.862828, -73.907586 40.862815999999995, -73.906159 40.862778999999996, -73.904934 40.862749, -73.90777299999999 40.859608, -73.90981 40.857347999999995, -73.910208 40.858289, -73.910904 40.858778, -73.91328399999999 40.859618999999995, -73.91254599999999 40.86004))"
182,14000US36005025600,stationary,2012,2015,"POLYGON ((-73.855741 40.843143, -73.85472899999999 40.843444, -73.85401399999999 40.843638999999996, -73.85302899999999 40.843927, -73.85221 40.844263999999995, -73.852057 40.844105, -73.851152 40.844322, -73.85219099999999 40.845656, -73.851384 40.846018, -73.850577 40.846382999999996, -73.84976999999999 40.846747, -73.84907299999999 40.847062, -73.84788499999999 40.845988999999996, -73.847723 40.845839, -73.847347 40.845503, -73.847109 40.845306, -73.84679299999999 40.845, -73.846235 40.84449, -73.84749 40.843562, -73.848069 40.843072, -73.848546 40.843007, -73.849392 40.842918999999995, -73.849992 40.842852, -73.850523 40.84279, -73.850889 40.842752999999995, -73.851208 40.842715, -73.851799 40.842648, -73.852312 40.842586999999995, -73.852802 40.842531, -73.853335 40.84247, -73.854299 40.842670999999996, -73.85521 40.842974999999996, -73.855741 40.843143))"
183,14000US36005025700,decling,2012,2015,"POLYGON ((-73.91850000000001 40.858352, -73.918206 40.858678999999995, -73.916975 40.859908999999995, -73.9165 40.860383999999996, -73.914901 40.861982999999995, -73.91434 40.862521, -73.913417 40.862158, -73.913331 40.862125, -73.913234 40.862048, -73.912939 40.861964, -73.91270399999999 40.861916, -73.91252 40.861878, -73.912302 40.861854, -73.911783 40.861827, -73.91075599999999 40.861650999999995, -73.90986699999999 40.86231, -73.90903999999999 40.862679, -73.909083 40.862418999999996, -73.909171 40.862224, -73.909554 40.861722, -73.90996899999999 40.861303, -73.91053099999999 40.860878, -73.91075699999999 40.86074, -73.910929 40.860647, -73.91125 40.860476999999996, -73.911582 40.860343, -73.911907 40.860279, -73.912258 40.860189999999996, -73.91254599999999 40.86004, -73.91328399999999 40.859618999999995, -73.91541699999999 40.858700999999996, -73.915412 40.858858999999995, -73.915196 40.859044, -73.91507899999999 40.859193, -73.915388 40.859128999999996, -73.91574 40.858973, -73.915983 40.85882, -73.916159 40.858785, -73.916642 40.857988, -73.91677299999999 40.857791, -73.916922 40.857527999999995, -73.91703 40.857296, -73.917127 40.857043999999995, -73.91718999999999 40.856837, -73.917217 40.856015, -73.91736399999999 40.856094999999996, -73.917456 40.856316, -73.917425 40.856774, -73.917592 40.856812, -73.917901 40.856936999999995, -73.91929 40.857475, -73.91850000000001 40.858352))"
184,14000US36005026100,stationary,2012,2015,"POLYGON ((-73.90910699999999 40.863555, -73.909071 40.863853, -73.909027 40.864216, -73.90882599999999 40.864854, -73.90848799999999 40.865345, -73.907969 40.865964999999996, -73.90781799999999 40.866620999999995, -73.907134 40.867922, -73.904483 40.869388, -73.90404199999999 40.869544, -73.903668 40.869495, -73.90235799999999 40.868696, -73.90439099999999 40.865905, -73.904401 40.865888, -73.904471 40.865793, -73.90455899999999 40.865700000000004, -73.904662 40.865615999999996, -73.904771 40.865545999999995, -73.904899 40.865480999999996, -73.905045 40.865426, -73.905197 40.865387, -73.90531899999999 40.865368, -73.905455 40.865362999999995, -73.905591 40.865345999999995, -73.905726 40.865316, -73.90582599999999 40.865285, -73.905964 40.865229, -73.906071 40.865171, -73.906183 40.865093, -73.90628 40.865007, -73.906354 40.864922, -73.90680499999999 40.864426, -73.907539 40.86356, -73.907782 40.86354, -73.908114 40.863479, -73.908384 40.863399, -73.908802 40.863222, -73.909099 40.863001, -73.90910699999999 40.863555))"
185,14000US36005026300,stationary,2012,2015,"POLYGON ((-73.909099 40.863001, -73.908802 40.863222, -73.908384 40.863399, -73.908114 40.863479, -73.907782 40.86354, -73.907539 40.86356, -73.90680499999999 40.864426, -73.906354 40.864922, -73.90628 40.865007, -73.906183 40.865093, -73.906071 40.865171, -73.905964 40.865229, -73.90582599999999 40.865285, -73.905726 40.865316, -73.905591 40.865345999999995, -73.905455 40.865362999999995, -73.90531899999999 40.865368, -73.905197 40.865387, -73.905045 40.865426, -73.904899 40.865480999999996, -73.904771 40.865545999999995, -73.904662 40.865615999999996, -73.90455899999999 40.865700000000004, -73.904471 40.865793, -73.904401 40.865888, -73.90439099999999 40.865905, -73.90235799999999 40.868696, -73.901645 40.868415999999996, -73.90114 40.86828, -73.902074 40.866997, -73.903322 40.865311, -73.90252199999999 40.864872999999996, -73.901945 40.864553, -73.902518 40.863797999999996, -73.903319 40.862735, -73.904038 40.862741, -73.904934 40.862749, -73.906159 40.862778999999996, -73.907586 40.862815999999995, -73.90821 40.862828, -73.908608 40.862795999999996, -73.90903999999999 40.862679, -73.909099 40.863001))"
186,14000US36005026400,stationary,2012,2015,"POLYGON ((-73.837664 40.840934999999995, -73.837318 40.842020999999995, -73.83714599999999 40.842728, -73.836868 40.843472999999996, -73.836731 40.843472, -73.83582899999999 40.843472, -73.834749 40.843503, -73.833832 40.843517, -73.832965 40.843517999999996, -73.832008 40.84363, -73.83108399999999 40.843745, -73.830432 40.843858, -73.829655 40.844089, -73.829315 40.844192, -73.82871 40.844373999999995, -73.828453 40.844451, -73.827575 40.844732, -73.826748 40.845079, -73.82611299999999 40.845338999999996, -73.826193 40.843861, -73.826241 40.842994, -73.826084 40.841372, -73.827032 40.841318, -73.827913 40.841259, -73.828767 40.840965, -73.829674 40.840609, -73.830559 40.840202999999995, -73.831541 40.839746999999996, -73.833265 40.83893, -73.83500699999999 40.838107, -73.83568 40.838677, -73.835801 40.838775999999996, -73.836283 40.839171, -73.837002 40.83977, -73.837301 40.840019, -73.83762999999999 40.840292999999996, -73.837664 40.840934999999995))"
187,14000US36005026500,stationary,2012,2015,"POLYGON ((-73.903322 40.865311, -73.902074 40.866997, -73.90114 40.86828, -73.90017 40.86804, -73.899976 40.867985999999995, -73.89953 40.867881, -73.899536 40.868103999999995, -73.899565 40.868257, -73.899644 40.868468, -73.899653 40.868686, -73.8996 40.868927, -73.898918 40.869658, -73.89656099999999 40.868565, -73.897403 40.867474, -73.89797899999999 40.866727999999995, -73.898873 40.865584, -73.89960599999999 40.864646, -73.90027599999999 40.863788, -73.90108 40.862756, -73.90133 40.8628, -73.901566 40.862806, -73.901866 40.862787, -73.902293 40.862716999999996, -73.902566 40.862702, -73.902901 40.862708, -73.903319 40.862735, -73.902518 40.863797999999996, -73.901945 40.864553, -73.90252199999999 40.864872999999996, -73.903322 40.865311))"
188,14000US36005026601,stationary,2012,2015,"POLYGON ((-73.83654299999999 40.844603, -73.836199 40.845827, -73.83617699999999 40.845917, -73.836069 40.847165, -73.835933 40.848406, -73.835801 40.849677, -73.834901 40.849613, -73.834001 40.849561, -73.833105 40.849478999999995, -73.832208 40.849394, -73.83130899999999 40.849308, -73.830542 40.849218, -73.830586 40.849101, -73.830688 40.848881, -73.831152 40.848046, -73.83145999999999 40.847736, -73.832235 40.847021999999996, -73.832499 40.846848, -73.83350399999999 40.846074, -73.83419599999999 40.845524, -73.83455599999999 40.845255, -73.83558 40.844440999999996, -73.836693 40.84364, -73.83654299999999 40.844603))"
189,14000US36005026602,stationary,2012,2015,"POLYGON ((-73.836868 40.843472999999996, -73.836693 40.84364, -73.83558 40.844440999999996, -73.83455599999999 40.845255, -73.83419599999999 40.845524, -73.83350399999999 40.846074, -73.832499 40.846848, -73.832235 40.847021999999996, -73.83145999999999 40.847736, -73.831152 40.848046, -73.830688 40.848881, -73.830586 40.849101, -73.830542 40.849218, -73.83042999999999 40.849163999999995, -73.829585 40.84943, -73.82885499999999 40.849689999999995, -73.827997 40.848624, -73.827838 40.848378, -73.826883 40.846903, -73.826347 40.846083, -73.826229 40.845842, -73.82616999999999 40.845631999999995, -73.82611299999999 40.845338999999996, -73.826748 40.845079, -73.827575 40.844732, -73.828453 40.844451, -73.82871 40.844373999999995, -73.829315 40.844192, -73.829655 40.844089, -73.830432 40.843858, -73.83108399999999 40.843745, -73.832008 40.84363, -73.832965 40.843517999999996, -73.833832 40.843517, -73.834749 40.843503, -73.83582899999999 40.843472, -73.836731 40.843472, -73.836868 40.843472999999996))"
190,14000US36005026701,stationary,2012,2015,"POLYGON ((-73.903476 40.869842999999996, -73.903272 40.869937, -73.90293199999999 40.870236999999996, -73.90265 40.870585, -73.901523 40.870393, -73.900606 40.870233, -73.899686 40.870041, -73.898918 40.869658, -73.8996 40.868927, -73.899653 40.868686, -73.899644 40.868468, -73.899565 40.868257, -73.899536 40.868103999999995, -73.89953 40.867881, -73.899976 40.867985999999995, -73.90017 40.86804, -73.90114 40.86828, -73.901645 40.868415999999996, -73.90235799999999 40.868696, -73.903668 40.869495, -73.903476 40.869842999999996))"
